trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T04710,2023-07-16,03:40:12,Tram,Route_10,Station_11,Station_31,18:01:51,18:49:30,5.3,42.7,Clear,19.0,40.2,51.5,0.7,Festival,29085,82,0,0,1,Winter,1
T04711,2023-07-16,15:44:18,Tram,Route_18,Station_33,Station_33,10:43:48,10:10:58,6.9,38.5,Snow,-3.3,27.3,71.6,26.6,None,0,47,0,0,3,Winter,1
T04712,2023-07-16,01:16:50,Train,Route_8,Station_22,Station_50,17:06:08,17:56:33,10.9,42.4,Storm,34.2,71.0,42.6,7.0,Sports,16309,46,0,0,2,Autumn,1
T04713,2023-07-16,23:04:19,Train,Route_17,Station_24,Station_46,19:50:23,20:31:12,-1.2,3.4,Cloudy,5.5,48.0,28.9,0.9,Concert,29983,81,0,0,2,Spring,0
T04714,2023-07-16,11:19:32,Tram,Route_15,Station_47,Station_30,19:25:46,19:52:51,9.1,15.1,Snow,9.1,43.0,15.1,17.8,None,0,33,0,0,0,Winter,1
T04715,2023-07-16,17:35:20,Bus,Route_6,Station_1,Station_40,22:50:46,22:44:04,13.8,25.5,Rain,36.2,54.8,10.7,15.0,None,0,80,1,1,1,Spring,1
T04716,2023-07-16,20:49:00,Metro,Route_3,Station_12,Station_27,06:55:03,06:16:51,2.9,35.1,Fog,28.7,69.5,29.8,0.1,Concert,7418,84,0,0,2,Spring,1
T04717,2023-07-16,18:07:43,Train,Route_1,Station_46,Station_12,20:35:12,20:10:51,16.3,50.6,Snow,19.8,35.3,2.2,19.8,Sports,44757,94,0,1,0,Summer,1
T04718,2023-07-16,11:21:21,Train,Route_6,Station_47,Station_32,21:11:02,21:19:36,6.5,17.9,Cloudy,6.4,57.4,51.1,0.6,None,0,32,0,0,3,Winter,1
T04719,2023-07-16,01:25:46,Tram,Route_7,Station_16,Station_46,06:56:02,06:23:51,10.7,35.4,Fog,32.1,57.4,70.0,0.9,Concert,1098,64,0,0,0,Spring,1
T04720,2023-07-16,01:36:39,Bus,Route_14,Station_50,Station_44,09:16:48,10:26:11,6.8,48.0,Clear,19.0,38.0,51.3,0.9,Concert,18858,67,0,0,6,Spring,1
T04721,2023-07-16,08:01:53,Metro,Route_12,Station_11,Station_26,05:35:31,06:36:52,8.1,36.1,Rain,19.6,20.1,78.5,8.5,Protest,44008,49,0,1,0,Winter,1
T04722,2023-07-16,07:11:12,Train,Route_10,Station_3,Station_48,06:38:51,07:07:30,9.1,14.8,Clear,3.5,36.5,74.0,0.0,None,0,27,0,1,1,Autumn,1
T04723,2023-07-16,21:21:53,Train,Route_15,Station_16,Station_10,18:43:56,18:58:42,-2.0,1.3,Clear,14.8,22.1,47.5,0.9,Sports,5938,43,0,0,3,Winter,0
T04724,2023-07-16,10:21:59,Bus,Route_16,Station_27,Station_3,14:29:33,15:36:25,13.0,39.3,Cloudy,11.1,22.8,10.4,0.1,Parade,10902,60,0,0,0,Autumn,1
T04725,2023-07-16,23:43:30,Tram,Route_15,Station_1,Station_21,16:32:32,16:19:19,1.7,3.7,Cloudy,8.2,65.9,15.7,0.2,None,0,56,1,0,4,Spring,0
T04726,2023-07-16,06:58:30,Tram,Route_18,Station_9,Station_11,12:55:36,12:07:27,2.4,43.0,Clear,16.3,99.2,28.4,0.7,Festival,5080,46,1,0,2,Summer,1
T04727,2023-07-16,23:51:02,Bus,Route_8,Station_40,Station_48,14:28:22,15:00:15,11.1,16.2,Clear,32.8,46.4,13.7,1.2,None,0,62,0,0,0,Spring,1
T04728,2023-07-16,08:41:08,Train,Route_17,Station_32,Station_6,10:43:13,10:12:48,8.8,31.3,Snow,9.2,86.7,33.1,18.3,None,0,88,0,1,4,Autumn,1
T04729,2023-07-17,23:30:09,Bus,Route_9,Station_31,Station_27,11:44:47,12:11:34,10.5,18.1,Fog,6.1,51.7,79.6,0.0,Festival,40467,73,1,0,0,Autumn,1
T04730,2023-07-17,12:40:29,Metro,Route_4,Station_50,Station_39,21:46:45,21:35:32,2.4,37.1,Cloudy,34.7,72.8,79.7,0.7,Protest,34328,46,0,0,4,Spring,1
T04731,2023-07-17,00:57:55,Train,Route_3,Station_12,Station_6,08:56:23,09:00:30,15.8,19.3,Snow,29.8,58.2,60.2,26.0,Parade,26352,75,0,0,4,Winter,1
T04732,2023-07-17,22:34:57,Metro,Route_2,Station_45,Station_3,05:42:32,05:00:01,9.1,37.7,Snow,20.4,98.6,49.1,6.1,Festival,46886,72,0,0,2,Winter,1
T04733,2023-07-17,04:21:29,Train,Route_20,Station_18,Station_28,21:22:11,22:20:05,1.2,2.2,Clear,25.6,70.8,68.2,0.1,None,0,38,0,0,4,Summer,0
T04734,2023-07-17,19:50:52,Tram,Route_4,Station_47,Station_46,20:15:40,20:44:02,11.6,45.4,Fog,-1.2,64.9,77.0,1.3,Festival,39498,99,0,1,0,Autumn,1
T04735,2023-07-17,19:26:59,Train,Route_17,Station_40,Station_1,10:34:25,11:11:33,2.7,38.8,Cloudy,28.2,47.9,67.9,0.3,None,0,21,0,1,6,Winter,1
T04736,2023-07-17,04:47:03,Tram,Route_16,Station_11,Station_2,06:59:03,06:31:19,-1.5,2.2,Fog,35.1,85.2,52.1,0.6,None,0,10,1,0,6,Winter,0
T04737,2023-07-17,13:53:33,Bus,Route_9,Station_11,Station_47,08:51:53,08:21:43,15.2,21.5,Rain,16.3,99.7,38.9,20.7,None,0,57,0,0,1,Spring,1
T04738,2023-07-17,18:19:36,Tram,Route_19,Station_28,Station_31,19:59:48,19:05:09,2.0,1.0,Clear,32.9,41.9,30.0,1.0,Concert,33568,18,0,1,3,Autumn,0
T04739,2023-07-17,22:46:43,Tram,Route_19,Station_26,Station_36,16:50:52,16:01:09,12.7,25.2,Fog,20.6,30.5,35.0,0.2,Festival,43578,70,1,0,2,Autumn,1
T04740,2023-07-17,09:20:35,Metro,Route_19,Station_12,Station_14,09:49:02,09:43:10,12.3,19.9,Clear,-3.4,97.7,12.8,0.5,Concert,41157,61,0,1,5,Winter,1
T04741,2023-07-17,09:34:01,Tram,Route_10,Station_14,Station_16,19:12:01,20:46:45,3.0,19.4,Fog,-4.4,76.7,21.0,0.4,None,0,38,0,1,1,Autumn,1
T04742,2023-07-17,19:13:36,Tram,Route_6,Station_45,Station_24,09:17:19,10:41:48,-0.0,2.0,Clear,0.7,24.7,61.2,1.5,Sports,48014,32,0,1,2,Spring,0
T04743,2023-07-17,11:43:21,Tram,Route_1,Station_38,Station_11,10:15:59,11:00:05,6.8,37.5,Snow,38.4,36.3,51.2,13.2,None,0,92,0,0,2,Winter,1
T04744,2023-07-17,14:51:58,Tram,Route_17,Station_10,Station_23,11:24:41,11:46:56,0.1,1.7,Fog,38.1,80.7,25.3,0.4,Concert,17801,10,0,0,5,Spring,0
T04745,2023-07-17,02:56:50,Metro,Route_18,Station_37,Station_48,06:05:52,06:31:23,1.1,1.9,Clear,-3.1,93.1,41.1,1.0,Festival,30202,50,0,0,3,Autumn,0
T04746,2023-07-17,16:22:04,Tram,Route_11,Station_8,Station_38,13:36:54,14:19:23,13.5,21.2,Rain,11.6,25.2,29.8,19.6,None,0,95,0,0,5,Spring,1
T04747,2023-07-17,08:09:17,Train,Route_2,Station_23,Station_44,17:50:36,17:17:04,4.8,20.2,Clear,37.6,29.3,19.1,1.1,Concert,48331,79,0,1,0,Summer,1
T04748,2023-07-17,08:53:01,Tram,Route_17,Station_1,Station_25,08:20:07,09:25:17,6.9,33.7,Fog,19.9,30.4,8.5,1.1,Protest,14934,35,0,1,0,Winter,1
T04749,2023-07-17,21:21:24,Train,Route_6,Station_33,Station_40,19:29:04,19:33:31,9.5,28.0,Fog,30.6,94.4,42.5,1.5,None,0,58,0,0,6,Winter,1
T04750,2023-07-17,17:40:34,Tram,Route_11,Station_10,Station_22,21:22:53,21:39:08,10.6,49.7,Clear,4.2,94.5,50.3,1.2,Parade,29430,100,0,1,0,Winter,1
T04751,2023-07-17,13:53:10,Bus,Route_14,Station_12,Station_31,07:55:10,08:42:55,3.4,10.6,Clear,-0.4,69.9,0.1,0.1,None,0,28,0,0,4,Spring,1
T04752,2023-07-17,13:36:38,Bus,Route_3,Station_10,Station_37,10:13:55,10:44:04,2.0,3.6,Clear,9.9,53.0,3.0,0.7,None,0,29,0,0,1,Winter,0
T04753,2023-07-18,20:24:11,Train,Route_2,Station_10,Station_42,06:46:36,06:03:55,6.9,21.2,Rain,26.2,64.8,14.9,24.6,Festival,34572,20,0,0,3,Summer,1
T04754,2023-07-18,14:38:07,Train,Route_2,Station_4,Station_47,08:57:59,08:56:17,6.8,39.9,Rain,36.8,71.6,60.0,10.7,None,0,94,1,0,5,Autumn,1
T04755,2023-07-18,05:55:50,Bus,Route_20,Station_28,Station_6,10:55:05,10:25:26,6.4,30.6,Clear,30.1,87.9,58.7,0.8,Sports,29079,88,0,0,3,Summer,1
T04756,2023-07-18,13:48:19,Metro,Route_20,Station_44,Station_40,19:01:49,20:08:55,1.8,-0.6,Clear,13.4,73.6,33.4,1.4,None,0,10,0,0,1,Spring,0
T04757,2023-07-18,15:45:54,Metro,Route_9,Station_16,Station_36,07:09:41,07:29:20,12.5,22.2,Snow,11.8,74.5,79.9,28.8,None,0,98,0,0,1,Winter,1
T04758,2023-07-18,01:20:45,Bus,Route_9,Station_39,Station_37,10:36:10,10:41:47,11.7,18.1,Clear,34.2,97.8,40.5,0.6,Protest,25384,64,0,0,2,Winter,1
T04759,2023-07-18,03:02:17,Tram,Route_9,Station_28,Station_1,16:49:59,16:01:49,3.0,32.6,Cloudy,18.3,33.3,52.6,0.3,None,0,66,0,0,6,Winter,1
T04760,2023-07-18,11:26:05,Metro,Route_8,Station_13,Station_25,21:46:37,21:06:22,3.8,42.9,Rain,15.6,80.3,42.8,16.0,None,0,77,0,0,4,Winter,1
T04761,2023-07-18,13:31:56,Train,Route_11,Station_4,Station_49,10:47:22,10:10:25,-1.2,-1.4,Clear,7.9,95.6,74.5,1.1,Protest,13075,43,0,0,3,Summer,0
T04762,2023-07-18,01:15:23,Train,Route_8,Station_40,Station_46,20:42:01,21:43:43,3.5,50.6,Storm,26.0,34.6,10.3,21.2,Protest,36146,73,0,0,4,Spring,1
T04763,2023-07-18,10:28:53,Bus,Route_13,Station_2,Station_12,10:05:19,10:36:28,-0.5,0.1,Clear,1.8,50.0,4.4,1.0,None,0,76,0,0,3,Summer,0
T04764,2023-07-18,04:19:13,Bus,Route_8,Station_22,Station_25,11:12:30,11:16:17,14.4,26.6,Snow,12.5,49.7,44.0,30.0,Protest,33599,81,0,0,2,Spring,1
T04765,2023-07-18,16:33:19,Tram,Route_13,Station_2,Station_44,17:17:41,17:10:52,2.0,-1.0,Cloudy,28.9,88.7,52.4,1.5,Festival,37279,20,0,0,1,Spring,0
T04766,2023-07-18,11:11:07,Bus,Route_19,Station_39,Station_47,20:55:47,20:03:14,-0.3,0.4,Clear,25.4,67.6,67.0,0.1,None,0,88,0,0,3,Spring,0
T04767,2023-07-18,02:23:50,Metro,Route_5,Station_50,Station_17,10:32:12,10:55:46,9.1,41.0,Cloudy,1.0,70.3,39.2,1.0,None,0,52,0,0,1,Spring,1
T04768,2023-07-18,09:02:49,Bus,Route_2,Station_17,Station_41,13:03:39,13:25:03,3.2,22.9,Storm,11.1,68.1,13.5,24.5,Protest,22144,40,0,1,2,Winter,1
T04769,2023-07-18,22:12:58,Bus,Route_11,Station_16,Station_42,06:52:12,06:30:34,-0.8,-0.4,Fog,12.7,55.1,28.9,0.6,Festival,15854,35,0,0,2,Winter,0
T04770,2023-07-18,01:05:28,Bus,Route_3,Station_29,Station_8,08:58:00,09:58:49,14.0,23.6,Clear,5.5,34.6,62.5,0.3,Sports,8745,64,0,0,0,Autumn,1
T04771,2023-07-18,09:32:01,Tram,Route_5,Station_26,Station_2,20:36:26,21:21:18,5.1,40.3,Storm,4.0,23.6,23.0,20.5,None,0,82,0,1,3,Winter,1
T04772,2023-07-18,03:51:30,Train,Route_16,Station_20,Station_3,08:30:05,08:47:34,7.4,29.0,Clear,17.9,42.4,68.7,1.2,None,0,74,0,0,1,Spring,1
T04773,2023-07-18,21:57:32,Bus,Route_9,Station_19,Station_8,06:13:43,07:59:51,5.2,18.0,Clear,10.1,98.4,9.6,0.2,None,0,52,0,0,2,Spring,1
T04774,2023-07-18,11:09:12,Train,Route_11,Station_10,Station_38,10:37:31,10:12:12,-1.9,-2.9,Clear,22.3,85.3,33.9,0.3,Parade,48133,88,0,0,6,Spring,0
T04775,2023-07-18,15:21:59,Tram,Route_16,Station_13,Station_20,08:05:38,09:00:36,2.7,52.0,Snow,23.8,36.7,56.9,15.9,None,0,96,0,0,5,Summer,1
T04776,2023-07-18,23:30:46,Bus,Route_3,Station_30,Station_35,20:07:09,20:23:32,-1.9,-1.6,Clear,38.0,42.7,28.5,1.1,Sports,38834,12,1,0,6,Summer,0
T04777,2023-07-19,01:55:33,Tram,Route_10,Station_37,Station_5,05:25:03,05:31:09,6.2,29.7,Clear,21.6,61.9,53.1,0.1,Festival,8481,65,0,0,1,Summer,1
T04778,2023-07-19,11:19:49,Metro,Route_1,Station_38,Station_31,17:40:09,17:57:15,12.4,35.6,Storm,31.9,73.1,78.7,18.6,None,0,12,0,0,5,Spring,1
T04779,2023-07-19,01:20:09,Bus,Route_10,Station_26,Station_38,19:46:09,19:44:35,8.4,22.7,Rain,36.0,25.6,3.4,34.0,Concert,42287,65,0,0,5,Autumn,1
T04780,2023-07-19,18:49:55,Bus,Route_5,Station_38,Station_49,16:07:13,17:13:25,2.6,42.6,Clear,14.1,25.2,2.6,0.1,Festival,19165,100,0,1,2,Winter,1
T04781,2023-07-19,14:06:52,Train,Route_19,Station_30,Station_16,16:10:07,17:34:45,-0.6,-2.2,Fog,2.9,71.4,48.2,1.3,Concert,24671,98,1,0,2,Spring,0
T04782,2023-07-19,10:33:43,Metro,Route_6,Station_18,Station_28,13:55:43,13:41:00,1.9,3.7,Clear,7.6,68.4,76.2,1.0,Festival,27050,21,0,0,1,Spring,0
T04783,2023-07-19,06:08:13,Tram,Route_5,Station_18,Station_25,05:59:44,05:27:03,11.7,16.7,Cloudy,25.8,63.9,39.2,1.0,Sports,34018,39,1,0,6,Spring,1
T04784,2023-07-19,04:46:02,Train,Route_1,Station_26,Station_18,19:29:26,19:50:05,13.3,44.0,Cloudy,9.5,45.5,37.2,1.5,Festival,45900,33,0,0,3,Summer,1
T04785,2023-07-19,21:29:24,Train,Route_3,Station_16,Station_32,21:29:48,22:55:16,7.8,37.3,Rain,0.9,59.1,18.1,20.3,Parade,48417,28,0,0,2,Winter,1
T04786,2023-07-19,00:45:55,Tram,Route_5,Station_39,Station_29,11:42:08,12:21:28,13.9,43.3,Rain,1.3,73.1,29.2,14.7,None,0,35,0,0,0,Autumn,1
T04787,2023-07-19,03:33:07,Metro,Route_5,Station_10,Station_42,12:03:07,12:38:09,12.6,28.9,Cloudy,10.0,38.5,0.4,1.4,None,0,36,0,0,3,Winter,1
T04788,2023-07-19,09:00:19,Bus,Route_15,Station_3,Station_2,08:38:49,08:14:08,5.3,13.1,Clear,1.5,22.5,42.0,0.4,Festival,13069,47,0,1,6,Spring,1
T04789,2023-07-19,09:59:02,Tram,Route_18,Station_25,Station_12,13:47:43,13:25:31,8.2,21.3,Cloudy,36.3,59.4,65.3,1.0,None,0,75,0,1,2,Summer,1
T04790,2023-07-19,22:43:54,Metro,Route_18,Station_4,Station_29,06:05:07,07:04:17,10.7,35.4,Rain,-4.7,76.2,62.5,19.6,None,0,77,0,0,5,Autumn,1
T04791,2023-07-19,07:38:55,Bus,Route_20,Station_10,Station_29,21:07:24,22:47:42,12.8,27.7,Rain,5.5,35.7,35.2,19.5,None,0,50,0,1,2,Summer,1
T04792,2023-07-19,07:05:21,Train,Route_18,Station_19,Station_46,20:25:06,20:34:21,15.9,22.3,Rain,36.8,49.0,35.0,33.7,Sports,43014,95,0,1,6,Summer,1
T04793,2023-07-19,05:29:56,Train,Route_10,Station_1,Station_34,16:08:58,16:32:45,11.4,32.5,Storm,31.3,45.6,54.2,32.3,None,0,24,0,0,4,Winter,1
T04794,2023-07-19,08:02:06,Tram,Route_8,Station_12,Station_1,05:11:02,06:06:39,3.7,31.4,Snow,36.6,86.2,74.8,34.5,None,0,59,0,1,5,Summer,1
T04795,2023-07-19,06:33:49,Tram,Route_13,Station_28,Station_25,21:07:39,21:40:29,12.7,50.1,Storm,34.5,98.1,59.4,24.4,Sports,27684,92,0,0,4,Summer,1
T04796,2023-07-19,16:42:47,Bus,Route_7,Station_19,Station_43,22:46:02,22:00:06,4.5,43.2,Rain,13.9,60.4,39.9,26.4,Concert,40413,62,0,0,2,Winter,1
T04797,2023-07-19,19:19:01,Metro,Route_13,Station_45,Station_44,19:28:08,19:23:02,14.4,38.0,Clear,-0.8,51.8,72.8,0.5,Sports,32829,64,0,1,0,Spring,1
T04798,2023-07-19,17:36:48,Bus,Route_20,Station_5,Station_41,22:46:21,22:46:06,15.7,38.1,Rain,32.4,70.0,79.0,7.1,Protest,3030,46,0,1,2,Autumn,1
T04799,2023-07-19,19:19:40,Tram,Route_4,Station_36,Station_24,20:42:47,20:36:27,-1.3,-2.9,Clear,11.8,98.2,57.3,0.9,Protest,31778,75,0,1,1,Autumn,0
T04800,2023-07-19,14:57:13,Metro,Route_16,Station_30,Station_6,09:59:33,10:31:38,2.1,35.4,Clear,0.2,79.8,72.3,0.5,None,0,64,0,0,5,Winter,1
T04801,2023-07-20,16:20:12,Metro,Route_19,Station_33,Station_11,08:48:28,08:54:30,15.2,28.8,Cloudy,29.8,25.6,75.3,0.1,Festival,30127,98,0,0,3,Summer,1
T04802,2023-07-20,08:12:18,Metro,Route_11,Station_34,Station_43,20:59:15,20:42:08,2.2,-0.5,Cloudy,-3.9,53.6,45.6,0.2,None,0,13,0,1,4,Spring,0
T04803,2023-07-20,23:17:34,Bus,Route_8,Station_3,Station_18,18:12:59,18:01:39,12.4,23.7,Rain,4.8,35.7,23.5,17.4,None,0,15,0,0,6,Autumn,1
T04804,2023-07-20,22:20:49,Train,Route_6,Station_40,Station_39,12:39:47,13:08:22,-1.2,2.1,Cloudy,24.5,32.5,58.6,1.1,Protest,27396,58,0,0,6,Summer,0
T04805,2023-07-20,01:28:42,Metro,Route_4,Station_17,Station_2,20:46:13,21:04:36,1.0,-1.4,Clear,5.8,74.5,13.3,0.2,Concert,10575,73,0,0,4,Spring,0
T04806,2023-07-20,08:07:17,Train,Route_7,Station_33,Station_25,21:02:18,22:08:02,5.8,25.3,Storm,-2.0,79.2,26.7,32.0,None,0,94,0,1,2,Autumn,1
T04807,2023-07-20,16:09:10,Tram,Route_15,Station_15,Station_48,18:36:12,19:07:54,14.4,49.0,Fog,25.7,58.9,31.9,1.0,None,0,87,0,0,0,Winter,1
T04808,2023-07-20,07:17:07,Train,Route_11,Station_20,Station_13,11:27:24,12:35:09,10.7,30.8,Clear,8.7,56.0,67.8,1.3,None,0,80,0,1,3,Spring,1
T04809,2023-07-20,12:00:39,Tram,Route_5,Station_36,Station_2,21:21:13,22:35:46,2.5,0.1,Clear,36.3,49.0,34.7,1.1,Protest,11963,31,0,0,6,Autumn,0
T04810,2023-07-20,20:35:32,Train,Route_11,Station_47,Station_15,14:34:00,14:46:22,3.7,39.2,Clear,-2.2,95.9,49.8,0.5,Concert,41059,45,0,0,3,Winter,1
T04811,2023-07-20,21:06:13,Bus,Route_17,Station_44,Station_4,18:42:11,19:08:15,8.7,44.2,Storm,10.7,42.4,69.2,31.8,None,0,10,1,0,6,Winter,1
T04812,2023-07-20,22:34:22,Bus,Route_1,Station_37,Station_31,18:29:41,18:14:45,1.4,-2.3,Clear,35.4,37.2,10.9,1.5,Sports,3119,81,1,0,1,Autumn,0
T04813,2023-07-20,15:35:20,Metro,Route_1,Station_27,Station_10,13:56:42,13:09:36,4.1,37.5,Storm,-1.4,95.6,54.1,34.9,None,0,25,0,0,0,Spring,1
T04814,2023-07-20,22:17:09,Metro,Route_20,Station_27,Station_13,16:51:19,17:28:53,2.8,-2.9,Clear,34.4,64.8,54.1,1.5,None,0,32,0,0,3,Autumn,0
T04815,2023-07-20,15:45:51,Metro,Route_15,Station_49,Station_30,16:49:33,17:00:53,10.3,40.6,Rain,32.6,30.5,44.0,7.0,None,0,60,1,0,2,Winter,1
T04816,2023-07-20,12:18:36,Tram,Route_12,Station_11,Station_17,08:06:09,08:17:36,9.0,24.5,Clear,0.9,83.9,72.5,0.5,Protest,10373,74,0,0,0,Summer,1
T04817,2023-07-20,04:15:10,Train,Route_19,Station_48,Station_33,10:48:50,10:41:54,-0.7,0.1,Cloudy,20.1,69.4,42.4,0.7,None,0,78,0,0,6,Winter,0
T04818,2023-07-20,20:04:19,Tram,Route_12,Station_33,Station_47,12:18:11,12:12:48,0.2,1.1,Cloudy,0.4,84.3,12.6,0.6,None,0,32,0,0,2,Spring,0
T04819,2023-07-20,06:39:57,Metro,Route_11,Station_31,Station_47,05:06:05,05:30:37,-1.0,2.6,Cloudy,36.7,68.1,53.7,0.7,Protest,18117,66,0,0,1,Winter,0
T04820,2023-07-20,04:21:34,Train,Route_5,Station_30,Station_37,13:18:01,13:21:32,10.0,41.5,Storm,39.4,89.1,33.4,27.0,Protest,31806,76,0,0,3,Spring,1
T04821,2023-07-20,18:28:03,Metro,Route_17,Station_41,Station_49,09:50:35,09:10:37,10.8,24.0,Rain,10.6,78.9,79.3,30.6,Concert,49832,69,0,1,5,Spring,1
T04822,2023-07-20,21:08:01,Metro,Route_16,Station_35,Station_37,18:43:25,18:58:06,4.4,23.8,Clear,38.2,74.6,65.1,0.4,Protest,49841,31,0,0,1,Autumn,1
T04823,2023-07-20,23:30:57,Train,Route_6,Station_5,Station_4,12:40:33,13:21:34,8.3,47.6,Rain,7.3,88.5,11.0,5.7,None,0,90,0,0,2,Summer,1
T04824,2023-07-20,18:43:03,Train,Route_15,Station_40,Station_48,05:08:59,05:40:58,-0.5,1.5,Clear,22.1,42.3,29.9,0.0,None,0,41,0,1,5,Winter,0
T04825,2023-07-21,23:06:24,Tram,Route_15,Station_37,Station_29,09:21:55,09:23:58,-1.5,-2.8,Storm,5.9,26.3,12.6,22.1,None,0,44,0,0,4,Spring,0
T04826,2023-07-21,09:03:05,Tram,Route_2,Station_46,Station_1,22:00:36,22:20:51,-1.2,-1.4,Cloudy,-4.0,23.5,72.4,1.1,Protest,24587,35,0,1,1,Autumn,0
T04827,2023-07-21,02:27:25,Bus,Route_4,Station_47,Station_32,18:42:20,18:07:04,1.5,-2.1,Clear,10.8,35.2,2.4,0.9,None,0,100,0,0,0,Spring,0
T04828,2023-07-21,05:11:45,Metro,Route_12,Station_48,Station_13,12:08:09,13:27:53,1.1,-2.3,Clear,14.8,56.9,32.3,0.1,Festival,45567,89,0,0,5,Summer,0
T04829,2023-07-21,03:38:57,Train,Route_13,Station_3,Station_27,06:38:18,06:13:51,-0.5,3.3,Clear,3.7,20.6,16.5,1.4,None,0,71,0,0,1,Summer,0
T04830,2023-07-21,18:37:40,Tram,Route_14,Station_32,Station_33,12:24:08,12:38:41,10.8,35.8,Storm,18.3,73.4,36.3,32.0,Parade,13399,84,0,1,0,Autumn,1
T04831,2023-07-21,10:53:44,Tram,Route_8,Station_47,Station_2,21:01:53,21:28:05,14.1,45.7,Cloudy,36.9,96.2,63.4,1.4,None,0,93,0,0,6,Summer,1
T04832,2023-07-21,10:44:28,Bus,Route_17,Station_49,Station_22,20:52:37,21:18:38,1.5,40.3,Clear,31.6,53.6,1.9,0.9,Festival,48802,74,0,0,4,Summer,1
T04833,2023-07-21,22:39:22,Tram,Route_9,Station_28,Station_3,12:12:44,12:10:01,13.6,30.4,Snow,13.6,63.7,21.0,27.9,Concert,26233,18,0,0,3,Autumn,1
T04834,2023-07-21,23:19:21,Bus,Route_5,Station_46,Station_6,13:54:23,14:57:50,12.2,35.0,Clear,13.9,96.6,66.9,1.4,Sports,7908,30,0,0,2,Spring,1
T04835,2023-07-21,03:52:12,Train,Route_3,Station_45,Station_11,12:22:46,12:29:21,-0.5,0.8,Clear,34.0,29.7,23.4,1.4,Protest,18711,58,0,0,6,Autumn,0
T04836,2023-07-21,20:45:48,Metro,Route_18,Station_1,Station_40,15:24:53,15:53:59,15.5,33.6,Rain,20.7,51.8,24.8,13.9,Concert,25746,57,0,0,5,Autumn,1
T04837,2023-07-21,15:42:51,Bus,Route_15,Station_45,Station_21,21:50:04,22:29:19,2.8,-0.5,Clear,13.8,99.0,22.7,0.1,Sports,19314,32,1,0,3,Spring,0
T04838,2023-07-21,18:34:05,Bus,Route_10,Station_32,Station_3,17:51:47,17:44:54,6.4,32.9,Snow,7.4,31.2,54.6,8.2,Festival,43735,83,0,1,3,Autumn,1
T04839,2023-07-21,22:59:48,Train,Route_5,Station_29,Station_38,19:47:41,20:07:50,12.5,26.4,Fog,37.2,90.5,70.8,0.6,None,0,73,0,0,3,Spring,1
T04840,2023-07-21,08:48:29,Train,Route_2,Station_9,Station_28,10:00:51,10:19:58,9.7,42.8,Clear,17.0,52.6,30.0,0.5,Festival,31109,63,0,1,2,Autumn,1
T04841,2023-07-21,19:36:08,Train,Route_4,Station_46,Station_8,10:59:13,10:11:19,4.2,19.6,Cloudy,9.7,61.4,77.8,1.0,Festival,25254,63,0,1,3,Winter,1
T04842,2023-07-21,17:05:52,Bus,Route_3,Station_15,Station_29,22:45:42,22:35:51,5.3,37.0,Clear,35.5,85.9,12.2,1.1,Sports,40557,32,0,1,4,Spring,1
T04843,2023-07-21,15:51:58,Bus,Route_11,Station_21,Station_13,16:36:38,17:29:52,2.1,3.3,Fog,25.6,98.8,69.7,0.9,Festival,9927,16,0,0,4,Spring,0
T04844,2023-07-21,18:44:29,Bus,Route_4,Station_15,Station_32,19:22:08,19:15:37,10.4,42.4,Fog,34.8,22.1,28.3,1.1,Protest,29600,31,0,1,2,Spring,1
T04845,2023-07-21,18:06:29,Train,Route_3,Station_49,Station_48,11:49:44,11:26:10,13.8,32.3,Rain,8.5,47.8,13.5,7.7,Festival,47128,25,0,1,5,Spring,1
T04846,2023-07-21,09:19:43,Train,Route_6,Station_25,Station_16,19:37:31,20:24:08,7.0,33.6,Cloudy,39.0,43.4,54.3,1.3,None,0,73,0,1,2,Autumn,1
T04847,2023-07-21,22:41:45,Train,Route_14,Station_6,Station_38,06:52:01,06:22:38,11.1,20.7,Rain,34.2,56.8,20.2,34.2,None,0,36,0,0,5,Spring,1
T04848,2023-07-21,02:49:29,Bus,Route_10,Station_1,Station_2,06:49:06,06:05:33,13.1,41.3,Clear,23.6,32.4,11.2,0.5,Parade,40128,70,0,0,2,Summer,1
T04849,2023-07-22,04:30:14,Bus,Route_4,Station_50,Station_21,15:14:29,16:59:34,13.3,46.8,Storm,38.9,45.5,39.2,15.8,Protest,37545,86,0,0,6,Winter,1
T04850,2023-07-22,17:14:09,Train,Route_15,Station_12,Station_45,13:07:09,13:15:44,14.3,37.8,Clear,14.8,69.4,14.1,0.9,None,0,15,0,1,4,Winter,1
T04851,2023-07-22,11:55:57,Train,Route_10,Station_39,Station_4,06:17:12,06:04:11,3.0,39.5,Snow,17.6,84.2,41.7,26.9,Festival,34195,87,0,0,5,Spring,1
T04852,2023-07-22,07:39:16,Metro,Route_4,Station_2,Station_47,13:27:59,13:19:41,13.3,42.5,Cloudy,21.8,96.9,74.8,1.1,None,0,22,0,1,4,Winter,1
